X,CH1,CH2,CH3,Start,Increment,
Sequence,Volt,Volt,Volt,-6.639999e-06,4.000000e-09
0,1.00e-02,-4.00e-01,4.38e+01,
1,1.00e-02,-4.00e-01,4.38e+01,
2,1.00e-02,-4.00e-01,4.42e+01,
3,1.00e-02,-4.00e-01,4.42e+01,
4,3.00e-02,-4.00e-01,4.42e+01,
5,1.00e-02,-4.00e-01,4.38e+01,
6,3.00e-02,-4.00e-01,4.42e+01,
7,3.00e-02,-4.00e-01,4.38e+01,
8,3.00e-02,-4.00e-01,4.42e+01,
9,1.00e-02,-4.00e-01,4.38e+01,
10,3.00e-02,-4.00e-01,4.42e+01,
11,3.00e-02,-4.00e-01,4.42e+01,
12,3.00e-02,-4.00e-01,4.42e+01,
13,3.00e-02,-4.00e-01,4.38e+01,
14,3.00e-02,-4.00e-01,4.38e+01,
15,3.00e-02,-4.00e-01,4.42e+01,
16,3.00e-02,-4.00e-01,4.42e+01,
17,3.00e-02,-4.00e-01,4.38e+01,
18,3.00e-02,-4.00e-01,4.42e+01,
19,3.00e-02,4.00e-01,4.42e+01,
20,3.00e-02,-4.00e-01,4.42e+01,
21,3.00e-02,-4.00e-01,4.38e+01,
22,3.00e-02,-4.00e-01,4.38e+01,
23,3.00e-02,-4.00e-01,4.38e+01,
24,3.00e-02,-4.00e-01,4.42e+01,
25,3.00e-02,-4.00e-01,4.38e+01,
26,3.00e-02,-4.00e-01,4.38e+01,
27,3.00e-02,-4.00e-01,4.42e+01,
28,3.00e-02,-4.00e-01,4.42e+01,
29,3.00e-02,-4.00e-01,4.38e+01,
30,3.00e-02,-4.00e-01,4.42e+01,
31,3.00e-02,-4.00e-01,4.38e+01,
32,3.00e-02,-4.00e-01,4.38e+01,
33,3.00e-02,-4.00e-01,4.42e+01,
34,3.00e-02,-4.00e-01,4.38e+01,
35,3.00e-02,-4.00e-01,4.38e+01,
36,3.00e-02,-4.00e-01,4.42e+01,
37,3.00e-02,-4.00e-01,4.38e+01,
38,3.00e-02,-4.00e-01,4.42e+01,
39,3.00e-02,-4.00e-01,4.38e+01,
40,3.00e-02,-4.00e-01,4.42e+01,
41,3.00e-02,-4.00e-01,4.38e+01,
42,3.00e-02,-4.00e-01,4.42e+01,
43,3.00e-02,-4.00e-01,4.38e+01,
44,3.00e-02,-4.00e-01,4.42e+01,
45,3.00e-02,-4.00e-01,4.38e+01,
46,3.00e-02,-4.00e-01,4.38e+01,
47,3.00e-02,-4.00e-01,4.42e+01,
