X,CH1,Start,Increment,
Sequence,Volt,-1.196000e-05,4.000000e-09
0,-3.00e-02,
1,-3.00e-02,
2,-3.00e-02,
3,-3.00e-02,
4,-3.00e-02,
5,-3.00e-02,
6,-3.00e-02,
7,-3.00e-02,
8,-3.00e-02,
9,-3.00e-02,
10,-3.00e-02,
11,-3.00e-02,
12,-3.00e-02,
13,-3.00e-02,
14,-3.00e-02,
15,-3.00e-02,
16,-3.00e-02,
17,-3.00e-02,
18,-3.00e-02,
19,-1.00e-02,
20,-3.00e-02,
21,-3.00e-02,
22,-3.00e-02,
23,-3.00e-02,
24,-3.00e-02,
25,-3.00e-02,
26,-3.00e-02,
27,-3.00e-02,
28,-3.00e-02,
29,-3.00e-02,
30,-3.00e-02,
31,-3.00e-02,
32,-3.00e-02,
33,-3.00e-02,
34,-3.00e-02,
35,-3.00e-02,
36,-3.00e-02,
37,-3.00e-02,
38,-3.00e-02,
39,-3.00e-02,
40,-3.00e-02,
41,-3.00e-02,
42,-3.00e-02,
43,-3.00e-02,
44,-3.00e-02,
45,-3.00e-02,
46,-3.00e-02,
47,-3.00e-02,
48,-3.00e-02,
49,-3.00e-02,
50,-3.00e-02,
51,-3.00e-02,
52,-3.00e-02,
53,-3.00e-02,
54,-3.00e-02,
55,-3.00e-02,
56,-3.00e-02,
57,-3.00e-02,
58,-3.00e-02,
59,-3.00e-02,
60,-3.00e-02,
61,-3.00e-02,
62,-3.00e-02,
63,-3.00e-02,
64,-3.00e-02,
65,-3.00e-02,
66,-3.00e-02,
67,-3.00e-02,
68,-3.00e-02,
69,-3.00e-02,
70,-3.00e-02,
71,-3.00e-02,
72,-3.00e-02,
73,-3.00e-02,
74,-3.00e-02,
75,-3.00e-02,
76,-3.00e-02,
77,-3.00e-02,
78,-3.00e-02,
79,-3.00e-02,
80,-3.00e-02,
81,-3.00e-02,
82,-3.00e-02,
83,-3.00e-02,
84,-3.00e-02,
85,-3.00e-02,
86,-3.00e-02,
87,-3.00e-02,
88,-3.00e-02,
89,-3.00e-02,
90,-3.00e-02,
91,-3.00e-02,
92,-3.00e-02,
93,-3.00e-02,
94,-3.00e-02,
95,-3.00e-02,
96,-3.00e-02,
97,-3.00e-02,
98,-3.00e-02,
99,-3.00e-02,
100,-3.00e-02,
101,-3.00e-02,
102,-3.00e-02,
103,-3.00e-02,
104,-3.00e-02,
105,-3.00e-02,
106,-3.00e-02,
107,-3.00e-02,
108,-3.00e-02,
109,-3.00e-02,
110,-3.00e-02,
111,-3.00e-02,
112,-3.00e-02,
113,-3.00e-02,
114,-3.00e-02,
115,-3.00e-02,
116,-3.00e-02,
117,-3.00e-02,
118,-3.00e-02,
119,-3.00e-02,
120,-3.00e-02,
121,-3.00e-02,
122,-3.00e-02,
123,-3.00e-02,
124,-3.00e-02,
125,-3.00e-02,
126,-3.00e-02,
127,-3.00e-02,
128,-3.00e-02,
129,-3.00e-02,
130,-3.00e-02,
131,-3.00e-02,
132,-3.00e-02,
133,-3.00e-02,
134,-3.00e-02,
135,-3.00e-02,
136,-3.00e-02,
137,-3.00e-02,
138,-3.00e-02,
139,-3.00e-02,
140,-3.00e-02,
141,-3.00e-02,
142,-3.00e-02,
143,-3.00e-02,
144,-3.00e-02,
145,-3.00e-02,
146,-3.00e-02,
147,-3.00e-02,
148,-3.00e-02,
149,-3.00e-02,
150,-3.00e-02,
151,-3.00e-02,
152,-3.00e-02,
153,-3.00e-02,
154,-3.00e-02,
155,-3.00e-02,
156,-3.00e-02,
157,-3.00e-02,
158,-3.00e-02,
159,-3.00e-02,
160,-3.00e-02,
