"Time","Ig:Measured current","Iinductor:Measured current","Iout:Measured current","Vinductor:Measured voltage","Vout:Measured voltage"
0,0,0,0,100,0
2.5864386101574151e-06,25.836452269261635,25.836452269261635,0.33149619060331992,99.668503809396682,0.33149619060331992
5.1728772203148303e-06,51.502636126973087,51.502636126973087,1.3123168644936172,98.687683135506376,1.3123168644936172
7.759315830472245e-06,76.832703493354572,76.832703493354572,2.9193982191536958,97.080601780846308,2.9193982191536958
1.0345754440629661e-05,101.66847700943687,101.66847700943687,5.1262605112160919,94.873739488783912,5.1262605112160919
1.2932193050787074e-05,125.85945003706136,125.85945003706136,7.9030080564630696,92.096991943536935,7.9030080564630696
1.394575444062966e-05,135.13207638654328,135.13207638654328,9.1394708235635154,90.860529176436486,9.1394708235635154
1.4959315830472246e-05,144.27528684762711,144.27528684762711,10.456326368345884,89.543673631654116,10.456326368345884
1.5972877220314833e-05,153.28103707803106,153.28103707803106,11.851416791729166,88.148583208270836,11.851416791729166
1.698643861015742e-05,162.1415120586426,162.1415120586426,13.322528697905952,86.677471302094048,13.322528697905952
1.7999999999999492e-05,170.8491260935144,170.8491260935144,14.867393194341627,85.132606805658369,14.867393194341627
1.8000000000000004e-05,100170.84912609351,170.84912609351875,14.867393194342425,85.132606805657574,14.867393194342425
1.8400000000000003e-05,100174.24187792787,174.24187792786529,15.496858791159118,84.503141208840887,15.496858791159118
1.8800000000000003e-05,100177.60923103741,177.60923103741004,16.137304867867055,83.862695132132941,16.137304867867055
1.9200000000000003e-05,100180.95074908964,180.95074908963178,16.788585310138462,83.211414689861542,16.788585310138462
1.9600000000000002e-05,100184.2660016734,184.26600167339888,17.450552885639336,82.54944711436066,17.450552885639336
1.9999999999999432e-05,100187.55456429896,187.55456429896466,18.123059244028482,81.876940755971518,18.123059244028482
2.0000000000000002e-05,187.55456429896932,187.55456429896932,18.123059244029445,81.876940755970551,18.123059244029445
2.2586438610157417e-05,208.14700203197827,208.14700203197827,22.715821278385238,77.284178721614765,22.715821278385238
2.5172877220314833e-05,227.49986895381284,227.49986895381284,27.701365477531329,72.298634522468674,27.701365477531329
2.7759315830472245e-05,245.51645107817453,245.51645107817453,33.036615750549856,66.963384249450144,33.036615750549856
3.0345754440629661e-05,262.11210265029297,262.11210265029297,38.677577568427949,61.322422431572051,38.677577568427949
3.2932193050787076e-05,277.21424614692586,277.21424614692586,44.579337964057757,55.420662035942243,44.579337964057757
3.394575444062966e-05,282.7114314538714,282.7114314538714,46.95329514197681,53.04670485802319,46.95329514197681
3.4959315830472244e-05,287.96644429736256,287.96644429736256,49.357527268783073,50.642472731216927,49.357527268783073
3.5972877220314834e-05,292.97635437692543,292.97635437692543,51.789270173793462,48.210729826206538,51.789270173793462
3.6986438610157418e-05,297.73851318382054,297.73851318382054,54.245762504766738,45.754237495233262,54.245762504766738
3.7999999999998925e-05,302.25055400103827,302.25055400103827,56.724245727900808,43.275754272099192,56.724245727900808
3.8000000000000002e-05,100302.25055400105,302.25055400104293,56.724245727903458,43.275754272096542,56.724245727903458
3.8400000000000005e-05,100303.96192237597,303.96192237595835,57.707820647810564,42.292179352189436,57.707820647810564
3.8800000000000001e-05,100305.63389065968,305.63389065967306,58.694222265329103,41.305777734670897,58.694222265329103
3.9200000000000004e-05,100307.26634916017,307.26634916017179,59.683281774412173,40.316718225587827,59.683281774412173
3.96e-05,100308.85919492795,308.85919492794676,60.674830646319009,39.325169353680991,60.674830646319009
