"Time","Ig:Measured current","Iout:Measured current","Vinductor:Measured voltage","Vout:Measured voltage"
0.001356,0,7.4258400267670925,-7.4258400267670925,7.4258400267670925
0.0013570000000000001,0,7.4184178984230051,-7.4184178984230051,7.4184178984230051
0.001358,0,7.4110031884974399,-7.4110031884974399,7.4110031884974399
0.0013590000000000002,0,7.4035958895756817,-7.4035958895756817,7.4035958895756817
0.0013599999999999615,0,7.3961959942507134,-7.3961959942507134,7.3961959942507134
0.0013600000000000001,0,7.3961959942504283,-7.3961959942504283,7.3961959942504283
0.001361,0,7.3888034951217794,-7.3888034951217794,7.3888034951217794
0.0013620000000000001,0,7.381418384797243,-7.381418384797243,7.381418384797243
0.0013630000000000001,0,7.3740406558917106,-7.3740406558917106,7.3740406558917106
0.0013639999999999809,0,7.3666703010275922,-7.3666703010275922,7.3666703010275922
0.0013640000000000195,7.366670301027308,7.366670301027308,92.633329698972688,7.366670301027308
0.0013642000000000157,7.3851951144236549,7.3851951144236549,92.614804885576348,7.3851951144236549
0.0013644000000000117,7.4037162232277938,7.4037162232277938,92.596283776772211,7.4037162232277938
0.0013646000000000079,7.4222336281805692,7.4222336281805692,92.577766371819436,7.4222336281805692
0.0013648000000000039,7.4407473300226776,7.4407473300226776,92.559252669977326,7.4407473300226776
0.0013649999999999613,7.4592573294910753,7.4592573294910753,92.540742670508919,7.4592573294910753
0.0013650000000000001,7.4592573294946671,7.4592573294946671,92.540742670505338,7.4592573294946671
0.001366,7.5517518172140257,7.5517518172140257,92.448248182785974,7.5517518172140257
0.0013660000000000391,0,7.5517518172176343,-7.5517518172176343,7.5517518172176343
0.0013678000000000312,0,7.5381708904475637,-7.5381708904475637,7.5381708904475637
0.0013696000000000235,0,7.5246143873577944,-7.5246143873577944,7.5246143873577944
0.0013714000000000157,0,7.5110822640253243,-7.5110822640253243,7.5110822640253243
0.001373200000000008,0,7.4975744766059904,-7.4975744766059904,7.4975744766059904
0.0013749999999999611,0,7.484090981334762,-7.484090981334762,7.484090981334762
0.0013750000000000001,0,7.4840909813344698,-7.4840909813344698,7.4840909813344698
0.0013760000000000001,0,7.4766106311515852,-7.4766106311515852,7.4766106311515852
0.0013770000000000002,0,7.469137757579956,-7.469137757579956,7.469137757579956
0.0013780000000000001,0,7.461672353146712,-7.461672353146712,7.461672353146712
0.0013790000000000002,0,7.4542144103864443,-7.4542144103864443,7.4542144103864443
0.0013799999999999609,0,7.446763921841498,-7.446763921841498,7.446763921841498
0.0013800000000000002,0,7.4467639218412058,-7.4467639218412058,7.4467639218412058
0.0013810000000000001,0,7.439320880060504,-7.439320880060504,7.439320880060504
0.0013820000000000002,0,7.4318852776013031,-7.4318852776013031,7.4318852776013031
0.0013830000000000001,0,7.4244571070280054,-7.4244571070280054,7.4244571070280054
0.0013839999999999805,0,7.4170363609125793,-7.4170363609125793,7.4170363609125793
0.00138400000000002,7.4170363609122871,7.4170363609122871,92.582963639087708,7.4170363609122871
0.001384200000000016,7.4355511021039025,7.4355511021039025,92.564448897896099,7.4355511021039025
0.001384400000000012,7.45406214071755,7.45406214071755,92.545937859282446,7.45406214071755
0.0013846000000000082,7.4725694774936713,7.4725694774936713,92.527430522506336,7.4725694774936713
0.0013848000000000042,7.4910731131725594,7.4910731131725594,92.508926886827439,7.4910731131725594
0.0013849999999999607,7.5095730484907088,7.5095730484907088,92.490426951509292,7.5095730484907088
0.0013850000000000002,7.5095730484943592,7.5095730484943592,92.49042695150564,7.5095730484943592
0.0013860000000000001,7.602017245644193,7.602017245644193,92.397982754355809,7.602017245644193
0.0013860000000000395,0,7.6020172456478399,-7.6020172456478399,7.6020172456478399
0.0013878000000000317,0,7.5883459224877532,-7.5883459224877532,7.5883459224877532
0.0013896000000000238,0,7.574699185575116,-7.574699185575116,7.574699185575116
0.0013914000000000159,0,7.5610769906945681,-7.5610769906945681,7.5610769906945681
0.0013932000000000081,0,7.5474792937101149,-7.5474792937101149,7.5474792937101149
0.0013949999999999605,0,7.5339060505654256,-7.5339060505654256,7.5339060505654256
0.0013950000000000002,0,7.5339060505651263,-7.5339060505651263,7.5339060505651263
0.0013960000000000001,0,7.5263759102122449,-7.5263759102122449,7.5263759102122449
0.0013970000000000002,0,7.5188532962359025,-7.5188532962359025,7.5188532962359025
0.0013980000000000002,0,7.5113382011134879,-7.5113382011134879,7.5113382011134879
0.0013990000000000003,0,7.5038306173299016,-7.5038306173299016,7.5038306173299016
0.0013999999999999603,0,7.4963305373778555,-7.4963305373778555,7.4963305373778555
0.0014000000000000002,0,7.4963305373775562,-7.4963305373775562,7.4963305373775562
0.0014010000000000001,0,7.4888379537563665,-7.4888379537563665,7.4888379537563665
0.0014020000000000003,0,7.4813528589737563,-7.4813528589737563,7.4813528589737563
0.0014030000000000002,0,7.473875245544634,-7.473875245544634,7.473875245544634
0.0014039999999999804,0,7.4664051059915302,-7.4664051059915302,7.4664051059915302
0.0014040000000000202,7.4664051059912317,7.4664051059912317,92.533594894008772,7.4664051059912317
0.0014042000000000162,7.4849099744211367,7.4849099744211367,92.515090025578857,7.4849099744211367
0.0014044000000000122,7.5034111422474288,7.5034111422474288,92.49658885775257,7.5034111422474288
0.0014046000000000082,7.5219086102101542,7.5219086102101542,92.478091389789853,7.5219086102101542
0.0014048000000000042,7.5404023790492118,7.5404023790492118,92.459597620950788,7.5404023790492118
0.0014049999999999603,7.5588924495006635,7.5588924495006635,92.441107550499339,7.5588924495006635
0.0014050000000000002,7.5588924495043521,7.5588924495043521,92.441107550495644,7.5588924495043521
0.0014060000000000001,7.6512873519046583,7.6512873519046583,92.348712648095344,7.6512873519046583
0.00140600000000004,0,7.6512873519083433,-7.6512873519083433,7.6512873519083433
0.0014078000000000319,0,7.6375274223266914,-7.6375274223266914,7.6375274223266914
0.0014096000000000241,0,7.6237922383405925,-7.6237922383405925,7.6237922383405925
0.001411400000000016,0,7.6100817554481166,-7.6100817554481166,7.6100817554481166
0.0014132000000000081,0,7.5963959292272163,-7.5963959292272163,7.5963959292272163
0.0014149999999999599,0,7.5827347153360263,-7.5827347153360263,7.5827347153360263
0.001415,0,7.5827347153357225,-7.5827347153357225,7.5827347153357225
0.0014159999999999999,0,7.5751557707242672,-7.5751557707242672,7.5751557707242672
0.0014170000000000001,0,7.5675844012692144,-7.5675844012692144,7.5675844012692144
0.001418,0,7.5600205993991993,-7.5600205993991993,7.5600205993991993
0.0014190000000000001,0,7.5524643575504147,-7.5524643575504147,7.5524643575504147
0.0014199999999999597,0,7.5449156681669196,-7.5449156681669196,7.5449156681669196
0.00142,0,7.544915668166615,-7.544915668166615,7.544915668166615
0.001421,0,7.5373745236991061,-7.5373745236991061,7.5373745236991061
0.0014220000000000001,0,7.5298409166067506,-7.5298409166067506,7.5298409166067506
0.001423,0,7.5223148393559445,-7.5223148393559445,7.5223148393559445
0.00142399999999998,0,7.5147962844207576,-7.5147962844207576,7.5147962844207576
0.0014240000000000203,7.5147962844204539,7.5147962844204539,92.485203715579544,7.5147962844204539
0.0014242000000000163,7.5332914755824287,7.5332914755824287,92.466708524417569,7.5332914755824287
0.0014244000000000123,7.5517829680760498,7.5517829680760498,92.448217031923946,7.5517829680760498
0.0014246000000000081,7.5702707626409778,7.5702707626409778,92.429729237359027,7.5702707626409778
0.0014248000000000041,7.5887548600167243,7.5887548600167243,92.411245139983279,7.5887548600167243
0.0014249999999999595,7.6072352609389062,7.6072352609389062,92.392764739061093,7.6072352609389062
0.0014250000000000001,7.6072352609426526,7.6072352609426526,92.392764739057341,7.6072352609426526
0.001426,7.6995818446948707,7.6995818446948707,92.300418155305124,7.6995818446948707
0.0014260000000000407,0,7.6995818446986339,-7.6995818446986339,7.6995818446986339
0.0014278000000000326,0,7.6857350632201173,-7.6857350632201173,7.6857350632201173
0.0014296000000000246,0,7.6719131835299521,-7.6719131835299521,7.6719131835299521
0.0014314000000000163,0,7.6581161608453163,-7.6581161608453163,7.6581161608453163
0.0014332000000000082,0,7.6443439504637709,-7.6443439504637709,7.6443439504637709
0.0014349999999999593,0,7.630596507763574,-7.630596507763574,7.630596507763574
0.0014350000000000001,0,7.6305965077632631,-7.6305965077632631,7.6305965077632631
0.001436,0,7.6229697252823012,-7.6229697252823012,7.6229697252823012
0.0014370000000000001,0,7.6153505657717009,-7.6153505657717009,7.6153505657717009
0.001438,0,7.6077390216123062,-7.6077390216123062,7.6077390216123062
0.0014390000000000002,0,7.6001350851925693,-7.6001350851925693,7.6001350851925693
0.0014399999999999591,0,7.5925387489088587,-7.5925387489088587,7.5925387489088587
0.0014400000000000001,0,7.5925387489085479,-7.5925387489085479,7.5925387489085479
0.001441,0,7.5849500051639023,-7.5849500051639023,7.5849500051639023
0.0014420000000000001,0,7.5773688463698958,-7.5773688463698958,7.5773688463698958
0.0014430000000000001,0,7.5697952649453715,-7.5697952649453715,7.5697952649453715
0.0014439999999999796,0,7.5622292533169002,-7.5622292533169002,7.5622292533169002
0.0014440000000000208,7.5622292533165885,7.5622292533165885,92.437770746683412,7.5622292533165885
0.0014442000000000166,7.5807149588333722,7.5807149588333722,92.419285041166631,7.5807149588333722
0.0014444000000000126,7.5991969675787416,7.5991969675787416,92.400803032421265,7.5991969675787416
0.0014446000000000083,7.6176752802919783,7.6176752802919783,92.382324719708024,7.6176752802919783
0.0014448000000000043,7.6361498977122144,7.6361498977122144,92.363850102287785,7.6361498977122144
0.0014449999999999591,7.6546208205746487,7.6546208205746487,92.34537917942535,7.6546208205746487
0.0014450000000000001,7.6546208205784332,7.6546208205784332,92.34537917942157,7.6546208205784332
0.001446,7.7469200424558995,7.7469200424558995,92.253079957544102,7.7469200424558995
0.0014460000000000412,0,7.7469200424597009,-7.7469200424597009,7.7469200424597009
0.0014478000000000329,0,7.7329881288671034,-7.7329881288671034,7.7329881288671034
0.0014496000000000248,0,7.7190812701628317,-7.7190812701628317,7.7190812701628317
0.0014514000000000165,0,7.7051994212887314,-7.7051994212887314,7.7051994212887314
0.0014532000000000084,0,7.6913425372675279,-7.6913425372675279,7.6913425372675279
0.0014549999999999587,0,7.6775105732031408,-7.6775105732031408,7.6775105732031408
0.0014550000000000001,0,7.6775105732028228,-7.6775105732028228,7.6775105732028228
0.001456,0,7.6698369001056372,-7.6698369001056372,7.6698369001056372
0.0014570000000000002,0,7.6621708968459918,-7.6621708968459918,7.6621708968459918
