,Time (s),Channel 1 (V),Channel 2 (V),Ch2_moving_average
1516,-0.0016249182577132,-0.4185740891453072,8.816848534287692,9.122163020849381
1517,-0.0016242882577132,-0.4169078375869438,8.926233855887858,9.122033581552154
1518,-0.0016236582577132,-0.4149083357169077,9.039265354874695,9.121905965343622
1519,-0.0016230282577132,-0.4142418350935624,9.123127434768156,9.12178017222378
1520,-0.0016223982577132,-0.412575583535199,9.210635692048289,9.121656202192634
1521,-0.0016217682577132,-0.4119090829118536,9.27626688500839,9.121534055250182
1522,-0.0016211382577132,-0.4112425822885082,9.341898077968487,9.121413731396421
1523,-0.0016205082577132,-0.4102428313534902,9.389298383995229,9.121295230631354
1524,-0.0016198782577132,-0.4095763307301448,9.422113980475276,9.12117855295498
1525,-0.0016192482577132,-0.4095763307301448,9.447637222181983,9.1210636983673
1526,-0.0016186182577132,-0.4095763307301448,9.462221931728672,9.120950666868312
1527,-0.0016179882577132,-0.4095763307301448,9.458575754342,9.12083945845802
1528,-0.0016173582577132,-0.4095763307301448,9.458575754342,9.12073007313642
1529,-0.0016167282577132,-0.4095763307301448,9.433052512635294,9.120622207055398
1530,-0.0016160982577132,-0.4092430804184721,9.403883093541916,9.120515860214953
1531,-0.0016154682577132,-0.4102428313534902,9.367421319675197,9.120411032615086
1532,-0.0016148382577132,-0.4119090829118536,9.334605723195144,9.120307724255795
1533,-0.0016142082577132,-0.4109093319768355,9.283559239781734,9.120205935137085
1534,-0.0016135782577132,-0.4142418350935624,9.247097465915012,9.120108703740106
1535,-0.0016129482577132,-0.4119090829118536,9.203343337274944,9.120016030064862
1536,-0.0016123182577132,-0.4122423332235263,9.166881563408223,9.11992791411135
1537,-0.0016116882577132,-0.4145750854052351,9.141358321701516,9.119844355879572
1538,-0.0016110582577132,-0.4155748363402531,9.101250370448124,9.119765355369527
1539,-0.0016104282577132,-0.4155748363402531,9.061142419194727,9.119690912581218
1540,-0.0016097982577132,-0.4159080866519258,9.021034467941334,9.11962102751464
1541,-0.0016091682577132,-0.4159080866519258,8.977280339301268,9.119555092473565
1542,-0.0016085382577132,-0.4159080866519258,8.940818565434546,9.119493107457991
1543,-0.0016079082577132,-0.4165745872752711,8.908002968954497,9.11943507246792
1544,-0.0016072782577132,-0.4162413369635984,8.86424884031443,9.11938098750335
1545,-0.0016066482577132,-0.4165745872752711,8.824140889061036,9.119330852564282
1546,-0.0016060182577132,-0.4169078375869438,8.784032937807641,9.119286186891296
1547,-0.0016053882577132,-0.4142418350935624,8.76580205087428,9.11924699048439
1548,-0.0016047582577132,-0.4122423332235263,8.856956485541085,9.119213263343564
1549,-0.0016041282577132,-0.4109093319768355,8.969987984527924,9.119185005468816
1550,-0.0016034982577132,-0.4092430804184721,9.068434773968074,9.11916221686015
1551,-0.0016028682577132,-0.4075768288601087,9.155943031248206,9.119144897517565
1552,-0.0016022382577132,-0.4065770779250907,9.232512756368322,9.119133047441057
1553,-0.0016016082577132,-0.4059105773017453,9.305436304101766,9.119126666630631
1554,-0.0016009782577132,-0.4055773269900726,9.367421319675197,9.119125755086284
1555,-0.0016003482577132,-0.4049108263667273,9.396590738768571,9.119130312808016
