Frequency (Hz),Channel 1 Magnitude (dB),Channel 2 Magnitude (dB),Channel 2 Phase (deg)
3676.229388076777,2.501281195766756,-0.7357761172271259,-138.2730056678511
3831.737381493625,2.800459338528405,-1.284901205355846,-139.392408720306
3993.823510675062,3.010005445405767,-1.866972718216166,-139.6362873733694
4162.766037009369,3.138218302845424,-2.399055572683021,-139.6189771181432
4338.854992605741,3.07445511945107,-2.725604850055904,-139.5025293997192
4522.392678206959,3.059346550339781,-3.30079761372954,-139.9578786233434
4713.694182164234,3.07157050153343,-3.789295428107395,-141.2321934546517
4913.08792136518,2.967279291882356,-4.286044621551639,-141.7369069990987
5120.916205043568,2.827250330222995,-4.886916176865933,-142.2277007054549
5337.535822438761,2.722237165156412,-5.414683213154552,-142.3281665563023
5563.318655313677,2.561557356451802,-5.82499505122555,-143.5824989380612
5798.652316382893,2.410568691084831,-6.420470331684101,-144.1442809393297
6043.940814746817,2.285714491206061,-6.864275776687942,-144.5282755897018
6299.605249474368,2.125860664522264,-7.408785152449027,-145.3156479556719
6566.084532524904,2.013334668607114,-7.877889036861876,-145.9673759150543
6843.836142250363,1.836866073982994,-8.31210973592699,-146.2285364908063
7133.336908771308,1.716017538053689,-8.766680024631754,-148.109289880914
7435.08383257513,1.583575793134937,-9.277800004092656,-149.0163855382073
7749.594937741686,1.415147402690032,-9.696581835664414,-149.6061994835388
8077.410161261254,1.305605952816285,-10.17218182702086,-150.6222252541856
8419.092279971408,1.222026196624167,-10.66659719322226,-151.193515450372
8775.227876704275,1.119809722932397,-10.99178477380805,-152.2745939256197
9146.428347302708,0.9649762867384264,-11.62355923403103,-153.360497909704
9533.33095023416,0.8847382175092932,-11.97224651009627,-154.6249008489469
9936.599900604324,0.8209589859278087,-12.42866936212879,-155.6322410186614
10356.92751044845,0.6892789754004365,-12.95530417355721,-156.2044284995956
10795.03537725819,0.6281486292196731,-13.26073787537726,-158.2068397452482
11251.6756227842,0.5185183530948431,-13.56603467845963,-158.9521640350083
