"Time","Ig:Measured current","Iout:Measured current","Iinductor:Measured current","V_Isense:Measured voltage","Vout:Measured voltage","Vdrain:Measured voltage"
0.0031479056757092979,0,1.5060901756881289,1.9544403237712662,0,8.0324809370033545,18
0.0031491039552483035,0,1.5068098889060093,1.4430077457231743,0,8.0363194074987163,18
0.0031503022347873087,0,1.5056154139651841,0.93165779644104485,0,8.029948874480981,18
0.0031515005143263144,0,1.5025153297543672,0.42104177412537824,0,8.0134150920232923,18
0.003152490964889329,0,1.4985221362326313,1.8899548592798965e-11,0,7.9921180599073676,18
0.0031524909648894183,0,1.498522136232213,0,0,7.9921180599051365,10.007881940094864
0.0031537849500683055,0,1.4924747918133994,0,0,7.95986555633813,10.04013444366187
0.0031550789352471926,0,1.4864518516793965,0,0,7.9277432089567812,10.07225679104322
0.0031563729204260797,0,1.4804532173583147,0,0,7.8957504925776787,10.10424950742232
0.0031566641354866141,0,1.4791065481109478,0,0,7.8885682565917215,10.111431743408279
0.0031566641354867035,0,1.4791065481105348,0,0,7.8885682565895188,10.111431743410481
0.0031570108452158496,0,1.4775048514885041,0,0,7.8800258746053551,10.119974125394645
0.0031570108452159389,0,1.4775048514880915,0,0,7.8800258746031551,0
0.0031582072072731228,0.64286400660797571,1.4731917253669842,0.64286400660797571,0.032143200330398788,7.8570225352905823,0.032143200330398788
0.0031594035693303067,1.2847453136659277,1.4712919618304889,1.2847453136659277,0.064237265683296393,7.8468904630959413,0.064237265683296393
0.0031605999313874902,1.924824647535581,1.4717912995791864,1.924824647535581,0.096241232376779062,7.8495535977556603,0.096241232376779062
0.0031617962934446741,2.5622947580269968,1.4746726168894257,2.5622947580269968,0.12811473790134983,7.8649206234102707,0.12811473790134983
0.003162992655501858,3.1963604183985668,1.4799159316133268,3.1963604183985668,0.15981802091992836,7.8928849686044096,0.15981802091992836
0.0031641517091058236,3.806666666666584,1.4872268542233815,3.806666666666584,0.19033333333332922,7.9318765558580342,0.19033333333332922
0.0031641517091059138,0,1.4872268542240354,3.8066666667139111,0,7.9318765558615221,18
0.0031654456069859908,0,1.4954838377286717,3.2599493825946513,0,7.9759138012195825,18
0.0031667395048660674,0,1.501496100913708,2.7106107196085056,0,8.0079792048731093,18
0.0031669691322892021,0,1.5023285050124131,2.6129091425711857,0,8.0124186933995372,18
0.0031669691322892923,0,1.5023285050127262,2.6129091425327946,0,8.0124186934012069,18
0.0031673158374591883,0,1.5034512107872517,2.4652992268770495,0,8.0184064575320093,18
0.0031673158374592785,0,1.5034512107875231,2.46529922683863,0,8.018406457533457,18
0.0031685141170043588,0,1.5060913067488682,1.9544407869244713,0,8.0324869693272962,18
0.003169712396549439,0,1.5068110167518962,1.4430078228391883,0,8.0363254226767804,18
0.0031709106760945192,0,1.5056165371581196,0.93165748885730792,0,8.0299548648433046,18
0.0031721089556395994,0,1.5025164468675316,0.42104108367124216,0,8.0134210499601686,18
0.0031730994038397103,0,1.4985232583410961,1.9111823235107295e-11,0,7.9921240444858466,18
0.0031730994038398005,0,1.4985232583406738,0,0,7.9921240444835933,10.007875955516408
0.0031743933890189392,0,1.492475909392375,0,0,7.9598715167593328,10.040128483240668
0.0031756873741980779,0,1.4864529647471705,0,0,7.9277491453182423,10.072250854681759
0.0031769813593772165,0,1.4804543259330971,0,0,7.8957564049765177,10.104243595023483
0.0031772725767746702,0,1.4791076448755978,0,0,7.8885741060031878,10.111425893996813
0.0031772725767747604,0,1.4791076448751808,0,0,7.8885741060009638,10.111425893999037
0.0031776192865039126,0,1.4775059470654561,0,0,7.8800317176824333,10.119968282317567
0.0031776192865040028,0,1.4775059470650398,0,0,7.8800317176802119,0
0.0031788156485577789,0.6428636348320973,1.4731928161728289,0.6428636348320973,0.032143181741604868,7.8570283529217537,0.032143181741604868
0.0031800120106115545,1.2847445731396454,1.4712930464943288,1.2847445731396454,0.064237228656982268,7.8468962479697533,0.064237228656982268
0.0031812083726653305,1.9248235417427184,1.4717923767475476,1.9248235417427184,0.096241177087135921,7.8495593426535866,0.096241177087135921
0.0031824047347191065,2.5622932908998202,1.4746736852277806,2.5622932908998202,0.12811466454499101,7.8649263212148304,0.12811466454499101
0.0031836010967728821,3.1963585943078816,1.4799169898076128,3.1963585943078816,0.1598179297153941,7.8928906123072684,0.1598179297153941
0.0031847601545007152,3.8066666666665574,1.4872279312722412,3.8066666666665574,0.19033333333332789,7.9318823001186196,0.19033333333332789
0.0031847601545008054,0,1.4872279312728951,3.8066666667138844,0,7.9318823001221066,18
0.0031860540523807263,0,1.4954849096345957,3.2599489887679889,0,7.9759195180511773,18
0.0031873479502606476,0,1.5014971661128,2.7106099341228198,0,8.007984885934933,18
0.0031875775735831706,0,1.5023295546256388,2.6129100330362718,0,8.0124242913367407,18
0.0031875775735832794,0,1.5023295546260169,2.612910032989944,0,8.0124242913387569,18
0.0031879242787531629,0,1.5034522601723501,2.4653000142602925,0,8.0184120542525346,18
0.0031879242787532531,0,1.5034522601726215,2.4653000142218731,0,8.0184120542539805,18
0.0031891225583039603,0,1.5060923544967673,1.9544412159280466,0,8.0324925573160915,18
0.003190320837854668,0,1.5068120615216187,1.4430078942407316,0,8.0363309947819666,18
0.0031915191174053752,0,1.5056175776174949,0.93165720389578865,0,8.029960413959973,18
0.0031927173969560825,0,1.5025174816948395,0.42104044404130692,0,8.0134265690391437,18
0.0031937078429672625,0,1.498524297796032,1.9323209698995925e-11,0,7.9921295882455041,18
0.0031937078429673535,0,1.4985242977956057,0,0,7.9921295882432304,10.00787041175677
0.0031950018281467481,0,1.4924769446513531,0,0,7.9598770381405499,10.040122961859449
0.0031962958133261422,0,1.4864539958271328,0,0,7.9277546444113742,10.072245355588626
0.0031975897985055367,0,1.4804553528509128,0,0,7.8957618818715352,10.104238118128464
