"Time","Ig:Measured current","Iout:Measured current","Vout:Measured voltage"
0.0059045074611468696,2.0650097767982096,1.8515185971744321,9.8747658515969707
0.0059057064637063192,2.5822243598871841,1.8532847899536666,9.8841855464195554
0.0059069054662657687,3.0985078984910088,1.8569773994833447,9.9038794639111725
0.0059081044688252182,3.6132103495978889,1.8625845454634402,9.9337842424716811
0.0059093034713846668,4.1256861884866991,1.8700918834219009,9.9738233782501382
0.0059096737219148585,4.2833883446138508,1.8727915788909271,9.9882217540849449
0.0059096737219150267,0,1.8727915788921949,9.9882217540917058
0.0059100204491849186,0,1.8753024532495475,10.001613083997587
0.0059100204491850869,0,1.875302453250717,10.001613084003823
0.0059112067513334881,0,1.8823638485003742,10.039273858668663
0.0059123930534818892,0,1.8870587576716629,10.064313374248869
0.0059135793556302895,0,1.8893899762889488,10.076746540207727
0.0059147656577786907,0,1.8893632243327154,10.076603863107815
0.0059159519599270918,0,1.8869871462395593,10.063931446610983
0.005917138262075493,0,1.8822733109021941,10.038790991478368
0.0059176951986396773,0,1.8792579156066587,10.022708883235513
0.0059176951986398456,0,1.8792579156056703,10.022708883230242
0.0059189886330403702,0,1.8716773186222899,9.9822790326522135
0.0059199796467875607,0,1.8658898537776412,9.9514125534807523
0.005919979646787729,0,1.8658898537766602,9.9514125534755209
0.0059203263500995753,0,1.8638693541759679,9.9406365556051615
0.0059203263500997435,0,1.8638693541749876,9.9406365555999336
0.0059215253526591861,0.51434796488063828,1.8578603603899095,9.9085885887461842
0.0059227243552186278,1.0304102402310216,1.8538006628343331,9.8869368684497765
0.0059239233577780704,1.5475187098769725,1.8516882378963335,9.8756706021137788
0.005925122360337513,2.0650097759349757,1.8515185977919635,9.8747658548904713
0.0059263213628969556,2.5822243588121778,1.8532847905652532,9.8841855496813498
0.0059275203654563973,3.0985078972063884,1.8569774000882098,9.9038794671371182
0.0059287193680158399,3.6132103481060787,1.862584546060817,9.9337842456576908
0.0059299183705752824,4.1256861867903822,1.8700918840110372,9.973823381392199
0.0059302886211037159,4.2833883421078527,1.8727915794641423,9.9882217571420924
0.0059302886211038842,0,1.87279157946541,9.9882217571488532
0.0059306353483737761,0,1.8753024538193976,10.001613087036787
0.0059306353483739443,0,1.8753024538205669,10.001613087043024
0.005931821650522349,0,1.882363849058301,10.039273861644272
0.0059330079526707536,0,1.887058758217002,10.064313377157344
0.0059341942548191582,0,1.8893899768210547,10.076746543045624
0.0059353805569675629,0,1.88936322485096,10.076603865871787
0.0059365668591159675,0,1.8869871467433361,10.063931449297792
0.0059377531612643721,0,1.8822733113909151,10.038790994084881
0.0059383100978215664,0,1.8792579161291796,10.022708886022292
0.0059383100978217347,0,1.8792579161281915,10.022708886017021
0.0059396035322222592,0,1.871677319142703,9.9822790354277497
0.005940594545976491,0,1.8658898542553886,9.951412556028739
0.0059405945459766593,0,1.8658898542544073,9.9514125560235058
0.0059409412492885914,0,1.8638693546526974,9.9406365581477196
0.0059409412492887597,0,1.8638693546517171,9.9406365581424918
0.0059421402518481927,0.51434796471500288,1.8578603608645932,9.9085885912778302
0.0059433392544076258,1.0304102399005373,1.8538006633063451,9.8869368709671743
0.0059445382569670588,1.5475187093826444,1.8516882383650539,9.8756706046136209
0.0059457372595264919,2.0650097752780248,1.8515185982567792,9.8747658573694892
0.005946936262085924,2.5822243579940376,1.8532847910255579,9.8841855521363087
0.0059481352646453571,3.0985078962287016,1.8569774005434048,9.903879469564826
0.0059493342672047901,3.6132103469706931,1.8625845465103139,9.9337842480550069
0.0059505332697642232,4.1256861854993501,1.870091884454256,9.9738233837560326
0.005950903520294544,4.2833883415735468,1.8727915799195465,9.988221759570914
0.005950903520294714,0,1.8727915799208272,9.9882217595777458
0.0059512502475646059,0,1.87530245427372,10.001613089459839
0.0059512502475647759,0,1.8753024542749013,10.00161308946614
0.0059524365497131771,0,1.8823638495085109,10.039273864045391
0.0059536228518615774,0,1.8870587586625573,10.064313379533639
0.0059548091540099785,0,1.8893899772614333,10.076746545394311
0.0059559954561583797,0,1.8893632252856492,10.076603868190128
0.0059571817583067808,0,1.8869871471718302,10.063931451583095
0.0059583680604551811,0,1.8822733118127197,10.038790996334505
0.0059589249970094359,0,1.8792579165649297,10.022708888346292
0.0059589249970096059,0,1.8792579165639316,10.022708888340969
0.0059602184314101287,0,1.8716773195766916,9.9822790377423551
0.0059612094451672705,0,1.8658898546710709,9.9514125582457122
0.0059612094451674405,0,1.8658898546700797,9.9514125582404258
0.005961556148479286,0,1.8638693550684249,9.9406365603649327
0.005961556148479456,0,1.8638693550674348,9.9406365603596516
0.0059627551510388847,0.51434796457240151,1.8578603612785087,9.9085885934853799
0.0059639541535983142,1.0304102396160297,1.853800663717927,9.8869368731622771
0.0059651531561577429,1.5475187089571103,1.8516882387737752,9.8756706067934683
0.0059663521587171716,2.0650097747125247,1.8515185986621185,9.8747658595312995
0.0059675511612766012,2.5822243572898103,1.8532847914270008,9.8841855542773374
0.0059687501638360299,3.0985078953871605,1.8569774009404432,9.9038794716823642
0.0059699491663954586,3.6132103459934264,1.8625845469024473,9.9337842501463864
0.0059711481689548882,4.1256861843881145,1.870091884840992,9.9738233858186245
0.0059715184194835298,4.2833883397073729,1.8727915802918784,9.9882217615566855
0.0059715184194836998,0,1.8727915802931592,9.9882217615635156
0.0059718651467535093,0,1.8753024546430352,10.001613091429521
0.0059718651467536793,0,1.8753024546442165,10.001613091435821
0.005973051448902084,0,1.8823638498693709,10.039273865969978
0.0059742377510504886,0,1.8870587590145305,10.064313381410829
0.0059754240531988932,0,1.8893899776041005,10.07674654722187
0.0059766103553472978,0,1.8893632256186041,10.076603869965888
0.0059777966574957025,0,1.8869871474946807,10.063931453304964
0.0059789829596441071,0,1.8822733121250872,10.038790998000465
0.0059795398961935446,0,1.8792579169005477,10.022708890136254
0.0059795398961937146,0,1.8792579168995491,10.022708890130929
0.0059808333305942834,0,1.871677319910686,9.9822790395236591
