"Time","Ig:Measured current","Iout:Measured current","Vout:Measured voltage","V_Isense:Measured voltage"
0.0089325122975577112,1.0337039628443778,1.8441322628498251,9.8353720685324006,0.051685198142218891
0.0089337112818365996,1.5499675741821823,1.8420674326689808,9.8243596409012302,0.077498378709109125
0.0089349102661154898,2.064956342528443,1.8419388263570091,9.8236737405707153,0.10324781712642216
0.0089361092503943799,2.5780192688052148,1.8437333249540404,9.8332443997548822,0.12890096344026075
0.0089373082346732701,3.0885141124333688,1.8474354396113521,9.8529890112605454,0.15442570562166846
0.0089385072189521603,3.5958073913325928,1.8530273115913709,9.8828123284873115,0.17979036956662964
0.0089397062032310487,4.0992743819213926,1.8604887122676712,9.9226064654275792,0.20496371909606964
0.0089400766000923178,4.2539385084184298,1.8631682585118148,9.9368973787296788,0.2126969254209215
0.008940076600092571,0,1.8631682585137073,9.9368973787397721,0
0.0089404233273625549,0,1.8656581741672653,9.9501769288920823,0
0.0089404233273629261,0,1.8656581741698237,9.9501769289057265,0
0.0089416096294437104,0,1.8726557965869843,9.9874975817972498,0
0.0089427959315244946,0,1.8772992390261938,10.0122626081397,0
0.0089439822336052806,0,1.8795913164279092,10.024487020948849,0
0.0089451685356860648,0,1.8795377526458061,10.024201347444299,0
0.0089463548377668491,0,1.877147180446781,10.011451629049498,0
0.0089475411398476333,0,1.8724311415109489,9.9862994213917275,0
0.0089480844234255345,0,1.869498859395534,9.9706605834428483,0
0.0089480844234257877,0,1.8694988593940542,9.970660583434956,0
0.0089493778578230553,0,1.8619576287515409,9.9304406866748849,0
0.008950382504075937,0,1.8561211430483953,9.8993127629247741,0
0.0089503825040761903,0,1.856121143046926,9.8993127629169386,0
0.0089507292074361075,0,1.8541112213248736,9.8885931803993259,0
0.0089507292074363608,0,1.8541112213234061,9.8885931803914993,0
0.0089519281917152405,0.51682526605039958,1.8481440660801671,9.856768352427558,0.025841263302519981
0.008953127175994122,1.0337039627619038,1.8441322629588202,9.8353720691137081,0.05168519813809519
0.0089543261602730018,1.5499675740589962,1.8420674327771998,9.8243596414783987,0.077498378702949816
0.0089555251445518815,2.0649563423649764,1.8419388264642886,9.8236737411428727,0.10324781711824882
0.0089567241288307613,2.578019268601957,1.8437333250602181,9.8332444003211634,0.12890096343009785
0.0089579231131096428,3.0885141121908681,1.8474354397162693,9.8529890118201031,0.15442570560954341
0.0089591220973885225,3.5958073910514541,1.8530273116948714,9.8828123290393144,0.17979036955257272
0.0089603210816674023,4.0992743816022754,1.8604887123696021,9.9226064659712119,0.20496371908011379
0.0089606914785288674,4.2539385081709877,1.8631682586147225,9.9368973792785198,0.2126969254085494
0.0089606914785292438,0,1.8631682586175349,9.9368973792935194,0
0.008961038205799108,0,1.8656581742699379,9.9501769294396691,0
0.0089610382057993612,0,1.8656581742716831,9.9501769294489772,0
0.0089622245078801455,0,1.8726557966881041,9.9874975823365553,0
0.0089634108099609297,0,1.8772992391264518,10.01226260867441,0
0.0089645971120417139,0,1.8795913165271847,10.024487021478318,0
0.0089657834141224982,0,1.8795377527439801,10.024201347967894,0
0.0089669697162032842,0,1.8771471805437363,10.011451629566594,0
0.0089681560182840684,0,1.8724311416065706,9.9862994219017107,0
0.0089686993018614127,0,1.8694988594937525,9.97066058396668,0
0.008968699301861666,0,1.8694988594922726,9.9706605839587876,0
0.0089699927362590654,0,1.8619576288485939,9.9304406871925011,0
0.0089709973825072235,0,1.8561211431725453,9.8993127635869076,0
0.0089709973825074767,0,1.856121143171076,9.8993127635790721,0
0.0089713440858673974,0,1.8541112214488691,9.8885931810606351,0
0.0089713440858676542,0,1.8541112214473816,9.8885931810527019,0
0.0089725430701465408,0.51682526601110612,1.8481440662035746,9.856768353085732,0.025841263300555306
0.0089737420544254275,1.0337039626836571,1.8441322630815258,9.8353720697681375,0.051685198134182854
0.0089749410387043125,1.5499675739421777,1.8420674328990709,9.8243596421283783,0.077498378697108891
0.0089761400229831992,2.0649563422100075,1.8419388265851948,9.8236737417877062,0.10324781711050038
0.0089773390072620859,2.5780192684092991,1.8437333251800316,9.8332444009601687,0.12890096342046495
0.0089785379915409726,3.0885141119610204,1.8474354398348636,9.8529890124526052,0.15442570559805102
0.0089797369758198593,3.5958073907849526,1.8530273118121223,9.8828123296646524,0.17979036953924765
